region,herd,cow,study_lact,herd_size,mwp,parity,milk120,calv_dt,cf,fs,cc,wpc,spc,twin,dyst,rp,vag_disch,h7
1,112,3508,1,184,39,3,,16nov1996,69,0,118,79,3,no,no,no,no,0
1,112,3509,1,184,39,3,2622.8999,16jan1997,84,0,131,92,2,no,no,no,no,0
1,112,3510,1,184,39,4,2837.3999,24apr1997,141,1,141,102,1,no,no,no,no,0
1,112,3511,1,184,39,4,2574.8,21apr1997,97,1,97,58,1,no,no,no,no,0
1,112,3512,1,184,39,4,3218.1001,13nov1997,54,1,54,15,1,no,no,no,no,0
1,112,3513,1,184,39,3,2801.8,15feb1997,43,0,144,105,2,no,no,no,no,0
1,112,3514,1,184,39,4,,22aug1997,,,,,,no,no,no,no,0
1,112,3515,1,184,39,3,3193.1001,09jul1997,59,1,59,20,1,no,no,no,no,0
1,112,3516,1,184,39,4,2521.5,02jun1997,43,1,43,4,1,no,no,no,no,0
1,112,3517,1,184,39,3,3490.7,27oct1996,144,0,295,256,4,no,no,no,no,0
1,112,3518,1,184,39,3,,28nov1996,85,0,223,184,6,no,no,no,no,0
1,112,3519,1,184,39,3,2972,02nov1996,60,1,60,21,1,no,no,no,no,0
1,112,3519,2,184,39,4,3295.6001,04oct1997,87,0,199,160,4,no,no,no,no,0
1,112,3520,1,184,39,3,,24oct1996,88,1,88,49,1,no,no,no,no,0
1,112,3520,2,184,39,4,3320.3,26oct1997,46,1,46,7,1,no,no,no,no,0
1,112,3521,1,184,39,3,2008.8,30dec1996,46,0,137,98,2,no,no,no,no,0
1,112,3522,1,184,39,3,2673.5,02jun1997,56,1,56,17,1,no,no,no,no,0
1,112,3523,1,184,39,3,,21nov1996,61,0,87,48,2,no,no,no,no,0
1,112,3523,2,184,39,4,2453,24nov1997,42,0,67,28,2,no,no,no,no,0
1,112,3524,1,184,39,3,2832.6001,18mar1997,79,1,79,40,1,no,no,no,no,0
1,112,3525,1,184,39,4,,24nov1996,122,1,122,83,1,no,no,no,no,0
1,112,3526,1,184,39,3,2970.6001,17oct1996,54,1,54,15,1,no,no,no,no,0
1,112,3526,2,184,39,4,3254.8999,11sep1997,73,1,73,34,1,no,yes,no,no,0
1,112,3527,1,184,39,2,2639.3999,20feb1997,44,0,127,88,2,no,no,no,no,0
1,112,3528,1,184,39,3,3255.5,13jul1997,98,1,98,59,1,no,no,no,no,0
1,113,3529,1,237,49,1,,25sep1997,71,,,,1,no,no,no,no,0
1,113,3530,1,237,49,1,2628.2,24sep1997,61,1,61,12,1,no,no,no,no,0
1,113,3531,1,237,49,1,,30aug1997,,,,,,no,no,no,no,0
1,113,3532,1,237,49,1,2350.8,09sep1997,108,0,193,144,3,no,no,no,no,0
1,113,3533,1,237,49,1,,26aug1997,63,,,,1,no,no,no,no,0
1,113,3534,1,237,49,1,2460.6001,29aug1997,85,1,85,36,1,no,no,no,no,0
1,113,3535,1,237,49,1,,26aug1997,,,,,,no,no,no,no,0
1,113,3536,1,237,49,1,2033.1,08sep1997,86,0,168,119,4,yes,yes,no,no,0
1,113,3537,1,237,49,1,2162.8,01sep1997,94,1,94,45,1,no,yes,no,no,0
1,113,3538,1,237,49,1,2491.7,29aug1997,84,0,128,79,2,no,no,no,no,0
1,113,3539,1,237,49,1,2238.3,08sep1997,63,1,63,14,1,no,no,no,no,0
1,113,3540,1,237,49,1,2416.8,22aug1997,104,1,104,55,1,no,no,no,no,0
1,113,3541,1,237,49,1,2697,27aug1997,99,,,,1,no,no,no,no,0
1,113,3542,1,237,49,1,,26aug1997,,,,,,no,no,no,no,0
1,113,3543,1,237,49,1,2869.8,22aug1997,78,,,,6,no,no,no,no,0
1,113,3544,1,237,49,1,2214.1001,19aug1997,60,0,126,77,2,no,no,no,no,0
1,113,3545,1,237,49,1,1941.1,24aug1997,110,1,110,61,1,no,no,no,no,0
1,113,3546,1,237,49,1,,18aug1997,54,,,,1,no,no,no,no,0
1,113,3547,1,237,49,1,,20aug1997,,,,,,no,no,no,no,0
1,113,3548,1,237,49,1,2500.8999,25aug1997,73,1,73,24,1,no,no,no,no,0
1,113,3549,1,237,49,1,2907.1001,25aug1997,65,0,109,60,2,no,no,no,no,0
1,113,3550,1,237,49,1,2767.2,24aug1997,90,,,,4,no,no,no,no,0
1,113,3551,1,237,49,1,2652.3,12jul1997,79,1,79,30,1,no,no,no,no,0
1,113,3552,1,237,49,1,,04jul1997,,,,,,no,no,no,no,0
1,113,3553,1,237,49,1,,22may1997,,,,,,no,no,no,no,0
1,113,3554,1,237,49,1,,24may1997,70,,,,2,no,no,no,no,0
1,113,3555,1,237,49,1,2461.3999,16may1997,79,0,141,92,3,no,no,no,no,0
1,113,3556,1,237,49,1,3109.1001,18may1997,66,1,66,17,1,no,no,no,no,0
1,113,3557,1,237,49,1,,11may1997,77,,,,1,no,no,no,no,0
1,113,3558,1,237,49,1,2410.1001,15may1997,102,1,102,53,1,no,no,no,no,0
1,113,3559,1,237,49,1,2806.2,14may1997,80,0,103,54,2,no,no,no,no,0
1,113,3560,1,237,49,1,,10may1997,61,,,,1,no,no,no,no,0
1,113,3561,1,237,49,1,2423.8999,08may1997,70,0,90,41,2,no,no,no,no,0
1,113,3562,1,237,49,1,2990,03may1997,78,1,78,29,1,no,no,no,no,0
1,113,3563,1,237,49,1,2766.6001,01may1997,68,1,68,19,1,no,no,no,no,0
1,113,3564,1,237,49,1,2419.1001,05may1997,94,1,94,45,1,no,no,no,no,0
1,113,3565,1,237,49,1,2573.1001,03may1997,98,1,98,49,1,no,no,no,no,0
1,113,3566,1,237,49,1,2966.3,02may1997,154,0,207,158,3,no,no,no,no,0
1,113,3567,1,237,49,1,,28apr1997,64,,,,1,no,no,no,no,0
1,113,3568,1,237,49,1,2618.8999,25apr1997,106,1,106,57,1,no,no,no,no,0
1,113,3569,1,237,49,1,,25mar1997,,,,,,no,no,no,no,0
1,113,3570,1,237,49,1,2886.2,01feb1997,70,1,70,21,1,no,no,no,no,0
1,113,3571,1,237,49,1,2820.8,31jan1997,102,1,102,53,1,no,no,no,no,0
1,113,3572,1,237,49,1,3002,19jan1997,60,0,115,66,2,no,no,no,no,0
1,113,3573,1,237,49,1,2347,23nov1996,63,0,86,37,2,no,no,no,no,0
1,113,3573,2,237,49,2,3352.6001,20nov1997,94,0,114,65,2,no,no,no,no,0
1,113,3574,1,237,49,1,2825.3,11jan1997,78,0,100,51,2,no,no,no,no,0
1,113,3575,1,237,49,1,3082.8999,03jan1997,67,0,90,41,2,no,no,yes,yes,0
1,113,3576,1,237,49,1,2724.3,14dec1996,66,0,92,43,2,no,no,no,no,0
1,113,3577,1,237,49,1,2246.7,09dec1996,84,0,106,57,2,no,no,no,no,0
1,113,3578,1,237,49,1,2910.3999,23oct1996,71,0,109,60,3,no,no,no,no,0
1,113,3578,2,237,49,2,,04nov1997,62,,,,2,no,no,no,no,0
1,113,3579,1,237,49,1,2580.2,01sep1996,68,0,266,217,7,no,yes,no,yes,0
1,113,3580,1,237,49,1,2405.2,15nov1996,90,1,90,41,1,no,no,no,no,0
1,113,3580,2,237,49,2,,19nov1997,,,,,,no,no,no,no,0
1,113,3581,1,237,49,1,2985,06nov1996,90,0,181,132,3,no,no,no,no,0
1,113,3582,1,237,49,1,3489,03nov1996,108,1,108,59,1,no,no,no,yes,0
1,113,3582,2,237,49,2,3444,18nov1997,81,1,81,32,1,no,no,no,no,0
1,113,3583,1,237,49,1,2273.8999,30oct1996,61,,,,1,no,no,no,no,0
1,113,3584,1,237,49,1,3146.3999,29oct1996,81,0,155,106,4,no,no,no,no,0
1,113,3585,1,237,49,1,2995.1001,23oct1996,61,0,167,118,4,no,no,no,no,0
1,113,3586,1,237,49,1,3132.2,20oct1996,64,1,64,15,1,no,no,no,no,0
1,113,3586,2,237,49,2,3244.3999,06oct1997,92,1,92,43,1,no,no,no,no,0
1,113,3587,1,237,49,1,2700.8999,18oct1996,71,0,94,45,2,no,no,no,no,0
1,113,3587,2,237,49,2,3650.5,25oct1997,79,0,123,74,2,no,no,no,no,0
1,113,3588,1,237,49,1,2847.3999,18oct1996,130,0,173,124,2,no,no,no,no,0
1,113,3589,1,237,49,1,2186.3,15oct1996,67,0,91,42,2,no,no,no,no,0
1,113,3589,2,237,49,2,,15oct1997,,,,,,no,no,no,no,0
1,113,3590,1,237,49,1,3020.6001,15oct1996,73,1,73,24,1,no,no,no,no,0
1,113,3590,2,237,49,2,2888,01oct1997,70,,,,6,no,no,no,no,0
1,113,3591,1,237,49,1,,14oct1996,,,,,,no,no,no,no,0
1,113,3592,1,237,49,1,2377,13oct1996,69,0,131,82,3,no,no,no,no,0
1,113,3592,2,237,49,2,3291,28nov1997,85,1,85,36,1,no,no,no,no,0
1,113,3593,1,237,49,1,2604.8,09oct1996,73,0,93,44,2,no,no,no,no,0
1,113,3593,2,237,49,2,3218.7,14oct1997,84,0,156,107,2,no,no,no,no,0
1,113,3594,1,237,49,1,3176.1001,08oct1996,66,0,155,106,4,no,no,no,no,0
1,113,3595,1,237,49,1,3178.3,13sep1996,79,0,98,49,2,no,yes,no,no,0
1,113,3595,2,237,49,2,3317.7,01oct1997,66,0,88,39,2,no,no,no,no,0
1,113,3596,1,237,49,1,2977.3999,08sep1996,61,0,84,35,2,no,no,no,no,0
1,113,3596,2,237,49,2,3896.1001,10sep1997,129,1,129,80,1,no,no,no,no,0
1,113,3597,1,237,49,2,2980.5,17oct1996,79,0,102,53,2,no,no,no,no,0
1,113,3597,2,237,49,3,,07nov1997,,,,,,no,yes,yes,no,0
1,113,3598,1,237,49,2,2559.6001,20oct1996,,,,,,no,no,yes,no,0
1,113,3599,1,237,49,2,,09oct1996,,,,,,no,no,no,no,0
1,113,3600,1,237,49,2,3062.5,19sep1996,95,1,95,46,1,no,no,no,no,0
1,113,3600,2,237,49,3,3453.5,03oct1997,99,0,145,96,3,no,no,no,no,0
1,113,3601,1,237,49,2,3302.2,20nov1996,75,1,75,26,1,no,no,no,no,0
1,113,3601,2,237,49,3,3611.5,13nov1997,54,0,96,47,2,no,no,no,no,0
1,113,3602,1,237,49,2,3138.3,10oct1996,83,0,132,83,2,no,yes,no,no,0
1,113,3602,2,237,49,3,3232.8,25nov1997,92,1,92,43,1,no,no,no,no,0
1,113,3603,1,237,49,2,3933.7,17oct1996,80,0,155,106,2,no,no,no,no,0
1,113,3604,1,237,49,2,,03jan1997,,,,,,no,yes,yes,no,0
1,113,3605,1,237,49,2,3573.2,01oct1996,87,0,111,62,2,no,no,yes,no,0
1,113,3605,2,237,49,3,3438.8999,29oct1997,83,0,104,55,2,no,no,no,no,0
1,113,3606,1,237,49,3,,29jul1997,63,,,,2,no,no,no,no,0
1,113,3607,1,237,49,2,,21sep1996,,,,,,no,no,no,no,0
1,113,3608,1,237,49,3,3642.6001,26aug1997,118,0,160,111,2,no,no,no,no,0
1,113,3609,1,237,49,2,3407.5,23nov1996,73,1,73,24,1,no,yes,no,no,0
1,113,3609,2,237,49,3,3847.1001,12nov1997,72,1,72,23,1,no,no,no,no,0
1,113,3610,1,237,49,3,2685.1001,30may1997,76,0,105,56,2,no,no,no,no,0
1,113,3611,1,237,49,3,3302.1001,24may1997,73,1,73,24,1,no,no,no,no,0
1,113,3612,1,237,49,3,3208.8,23jun1997,73,1,73,24,1,no,no,no,no,0
1,113,3613,1,237,49,3,4443.7002,16aug1997,68,1,68,19,1,no,no,no,no,0
1,113,3614,1,237,49,3,3237.7,14may1997,82,1,82,33,1,no,no,no,no,0
1,113,3615,1,237,49,3,3357.2,16jul1997,65,1,65,16,1,no,no,no,no,0
1,113,3616,1,237,49,3,3232.3,15nov1997,82,1,82,33,1,no,no,no,no,0
1,113,3617,1,237,49,3,3496.6001,20apr1997,66,0,214,165,6,no,yes,yes,yes,0
1,113,3618,1,237,49,3,3100.3999,28apr1997,82,,,,4,no,no,no,no,0
1,113,3619,1,237,49,2,3610.6001,17oct1996,73,1,73,24,1,no,no,yes,no,0
1,113,3619,2,237,49,3,3264.3,15oct1997,87,,,,5,no,no,no,no,0
1,113,3620,1,237,49,3,3416.7,02jun1997,94,0,154,105,3,no,no,no,no,0
1,113,3621,1,237,49,3,3457.3,13jun1997,83,0,124,75,3,yes,no,no,no,0
1,113,3622,1,237,49,3,3655.7,03sep1997,72,0,114,65,2,no,no,no,no,0
1,113,3623,1,237,49,3,3630.3,29jul1997,63,1,63,14,1,no,no,no,no,0
1,113,3624,1,237,49,3,3232,22jul1997,100,0,124,75,2,no,no,no,no,0
1,113,3625,1,237,49,3,3771.7,01jul1997,70,0,101,52,2,no,no,no,no,0
1,113,3626,1,237,49,3,3570.5,01may1997,76,1,76,27,1,no,no,no,no,0
1,113,3627,1,237,49,3,3990.6001,04may1997,113,1,113,64,1,no,no,no,no,0
1,113,3628,1,237,49,3,2984.2,05jul1997,91,1,91,42,1,no,no,no,no,0
1,113,3629,1,237,49,3,3407.5,06jun1997,90,0,109,60,2,no,no,no,no,0
1,113,3630,1,237,49,3,3798,26jul1997,85,1,85,36,1,no,no,no,no,0
1,113,3631,1,237,49,3,3081,09oct1996,72,0,257,208,4,no,no,no,yes,0
1,113,3632,1,237,49,3,3803,23dec1996,89,0,135,86,2,no,no,yes,no,0
1,113,3633,1,237,49,3,3068.3,26jun1997,70,0,180,131,3,no,no,no,no,0
1,113,3634,1,237,49,3,3614.3999,16aug1997,63,1,63,14,1,no,no,no,no,0
1,113,3635,1,237,49,3,3152.8999,01aug1997,77,0,99,50,2,no,no,no,no,0
1,113,3636,1,237,49,2,3468,17nov1996,71,0,112,63,3,no,no,no,no,0
1,113,3637,1,237,49,2,2310.1001,05oct1996,62,1,62,13,1,no,no,yes,yes,0
1,113,3637,2,237,49,3,3475.7,14sep1997,76,1,76,27,1,no,no,no,no,0
1,113,3638,1,237,49,2,2880.1001,22nov1996,69,0,125,76,2,no,no,no,no,0
1,113,3639,1,237,49,2,,03nov1996,,,,,,no,no,no,no,0
1,113,3640,1,237,49,2,3531.3999,03feb1997,68,1,68,19,1,no,no,no,no,0
1,113,3641,1,237,49,2,3517.3999,13feb1997,61,1,61,12,1,no,yes,no,no,0
1,113,3642,1,237,49,2,,01mar1997,,,,,,no,no,no,no,0
1,113,3643,1,237,49,2,,04mar1997,,,,,,no,no,no,no,0
1,113,3644,1,237,49,2,3152.3,03jan1997,88,1,88,39,1,no,no,no,no,0
1,113,3645,1,237,49,2,3878.3999,05mar1997,137,1,137,88,1,no,no,no,no,0
1,113,3646,1,237,49,2,,11jan1997,,,,,,no,no,no,no,0
1,113,3647,1,237,49,2,3047.3999,06feb1997,73,0,134,85,3,no,no,no,no,0
1,113,3648,1,237,49,2,3370.8999,09may1997,73,0,133,84,2,no,no,no,no,0
1,113,3649,1,237,49,2,3079.8,24feb1997,76,1,76,27,1,no,no,no,no,0
1,113,3650,1,237,49,2,3466.8999,24mar1997,108,1,108,59,1,no,no,no,no,0
1,113,3651,1,237,49,2,3039.3999,12mar1997,102,1,102,53,1,no,no,no,yes,0
1,113,3652,1,237,49,2,,07mar1997,,,,,,no,no,no,no,0
1,113,3653,1,237,49,2,,01aug1997,,,,,,no,no,no,no,0
1,113,3654,1,237,49,2,3201,05may1997,76,0,98,49,2,no,no,no,no,0
1,113,3655,1,237,49,2,,17jun1997,,,,,,no,no,yes,no,0
1,113,3656,1,237,49,2,3647.2,04jul1997,72,1,72,23,1,no,no,no,no,0
1,113,3657,1,237,49,2,4024.3,17jun1997,76,0,101,52,2,no,no,no,no,0
1,113,3658,1,237,49,2,3729.5,12mar1997,133,1,133,84,1,no,no,no,no,0
1,113,3659,1,237,49,2,,19jun1997,,,,,,no,no,no,no,0
1,113,3660,1,237,49,2,3266.5,10oct1997,81,0,146,97,2,no,no,no,no,0
1,113,3661,1,237,49,2,3776.8,22oct1997,79,1,79,30,1,no,no,no,no,0
1,113,3662,1,237,49,2,3784.5,30jul1997,79,0,100,51,2,no,no,no,no,0
1,113,3663,1,237,49,1,2741.6001,01sep1996,64,1,64,15,1,no,no,no,no,0
1,113,3663,2,237,49,2,3178.3,25aug1997,80,1,80,31,1,no,no,no,no,0
1,113,3664,1,237,49,2,,13jul1997,,,,,,no,no,no,no,0
1,113,3665,1,237,49,1,2710.7,02sep1996,90,0,260,211,3,no,no,no,no,0
1,113,3666,1,237,49,1,2963.1001,03sep1996,100,1,100,51,1,no,no,no,no,0
1,113,3666,2,237,49,2,2897.5,23sep1997,69,1,69,20,1,no,no,no,no,0
1,113,3667,1,237,49,1,2445.3999,04sep1996,92,1,92,43,1,yes,yes,no,no,0
1,113,3667,2,237,49,2,3767.7,10sep1997,79,0,103,54,1,no,no,no,no,0
1,113,3668,1,237,49,1,,04sep1996,,,,,,no,no,no,no,0
1,113,3669,1,237,49,1,,04sep1996,,,,,,no,no,no,no,0
1,113,3670,1,237,49,1,2855.2,05sep1996,102,1,102,53,1,no,no,no,no,0
1,113,3670,2,237,49,2,3787.2,16sep1997,97,1,97,48,1,no,no,no,no,0
1,113,3671,1,237,49,1,2948.1001,06sep1996,106,1,106,57,1,no,no,no,no,0
1,113,3671,2,237,49,2,3558.5,02oct1997,134,0,156,107,2,no,no,no,no,0
1,113,3672,1,237,49,1,2915,07sep1996,76,0,132,83,2,no,no,no,no,0
1,113,3672,2,237,49,2,2935.1001,20oct1997,64,0,133,84,3,no,no,no,no,0
1,113,3673,1,237,49,1,,08sep1996,,,,,,no,no,no,no,0
1,113,3674,1,237,49,5,,28jan1997,,,,,,no,no,no,no,0
1,113,3675,1,237,49,5,4138,13nov1996,72,1,72,23,1,no,no,no,no,0
1,113,3675,2,237,49,6,4051.6001,30oct1997,57,1,57,8,1,no,no,no,no,0
1,113,3676,1,237,49,5,,17dec1996,,,,,,no,no,no,no,0
1,113,3677,1,237,49,5,3246.1001,20may1997,83,1,83,34,1,no,no,no,no,0
1,113,3678,1,237,49,5,4020.3,31jan1997,57,1,57,8,1,no,no,yes,no,0
1,113,3679,1,237,49,5,3638.7,14feb1997,80,1,80,31,1,no,no,no,no,0
1,113,3680,1,237,49,5,3289,19may1997,126,0,151,102,2,no,no,yes,no,0
1,113,3681,1,237,49,5,3525.7,09apr1997,80,1,80,31,1,yes,no,no,no,0
1,113,3682,1,237,49,5,3824.5,04apr1997,66,0,117,68,2,no,no,no,no,0
1,113,3683,1,237,49,5,4139.5,03jul1997,73,0,186,137,6,no,no,no,no,0
1,113,3684,1,237,49,4,3772.3999,20oct1996,85,0,144,95,2,no,no,no,no,0
1,113,3685,1,237,49,5,3475.8999,07apr1997,74,1,74,25,1,no,no,no,no,0
1,113,3686,1,237,49,4,3494.7,11oct1996,88,0,202,153,4,no,no,no,no,0
1,113,3687,1,237,49,5,,28jul1997,,,,,,no,no,no,no,0
1,113,3688,1,237,49,4,4409.7002,19dec1996,93,0,167,118,3,no,no,no,no,0
1,113,3689,1,237,49,5,4258.6001,14jul1997,85,1,85,36,1,no,no,no,no,0
1,113,3690,1,237,49,4,4165.2002,03oct1996,65,0,121,72,2,no,no,yes,no,0
1,113,3690,2,237,49,5,3461.2,05nov1997,84,0,136,87,2,no,no,no,no,0
1,113,3691,1,237,49,5,,27may1997,,,,,,no,no,no,no,0
1,113,3692,1,237,49,4,,21dec1996,71,,,,2,no,no,no,no,0
1,113,3693,1,237,49,4,4078.8999,24apr1997,63,1,63,14,1,no,no,no,no,0
1,113,3694,1,237,49,4,3944.6001,06sep1996,73,1,73,24,1,yes,yes,no,no,0
1,113,3694,2,237,49,5,3493,28aug1997,81,1,81,32,1,no,no,no,no,0
1,113,3695,1,237,49,5,3373,11jul1997,84,0,260,211,6,no,no,no,no,0
1,113,3696,1,237,49,4,3228.6001,08sep1996,77,,,,4,no,no,no,no,0
1,113,3697,1,237,49,5,3932.7,30aug1997,96,0,165,116,2,no,no,no,no,0
1,113,3698,1,237,49,4,4134.6001,20sep1996,78,0,140,91,3,no,no,no,no,0
1,113,3698,2,237,49,5,3611,08nov1997,90,1,90,41,1,no,no,no,no,0
1,113,3699,1,237,49,5,4375.3999,22jul1997,88,1,88,39,1,no,no,no,no,0
1,113,3700,1,237,49,4,3765.1001,07dec1996,63,0,179,130,5,no,no,no,no,0
1,113,3701,1,237,49,4,3564.2,22dec1996,71,1,71,22,1,no,no,yes,no,0
1,113,3701,2,237,49,5,,23nov1997,,,,,,no,no,no,no,0
1,113,3702,1,237,49,4,4119.5,10sep1996,82,0,152,103,3,no,no,no,no,0
1,113,3702,2,237,49,5,4221,16nov1997,63,0,134,85,3,no,no,yes,no,0
1,113,3703,1,237,49,4,3985.8999,19oct1996,79,0,98,49,2,no,no,no,no,0
1,113,3703,2,237,49,5,,30oct1997,,,,,,no,no,no,no,0
1,113,3704,1,237,49,5,3384.2,18oct1997,82,1,82,33,1,no,yes,no,no,0
1,113,3705,1,237,49,4,3197.3999,22nov1996,63,0,163,114,4,no,no,no,no,0
1,113,3706,1,237,49,4,,21may1997,,,,,,no,no,no,no,0
1,113,3707,1,237,49,4,4181.6001,23dec1996,69,0,125,76,2,no,no,no,no,0
1,113,3708,1,237,49,4,4130.3999,23dec1996,67,0,158,109,3,no,no,no,no,0
1,113,3709,1,237,49,4,3247,06dec1996,80,1,80,31,1,no,no,no,no,0
1,113,3709,2,237,49,5,3394.3999,26nov1997,61,1,61,12,1,no,no,no,no,0
1,113,3710,1,237,49,4,4199.3999,21feb1997,74,0,119,70,2,no,no,no,no,0
1,113,3711,1,237,49,4,3472.7,31jan1997,60,1,60,11,1,no,no,no,no,0
1,113,3712,1,237,49,4,3952,08nov1996,60,0,80,31,2,no,no,no,no,0
1,113,3712,2,237,49,5,3725.5,01nov1997,82,1,82,33,1,no,no,no,no,0
1,113,3713,1,237,49,4,3849.8999,03jul1997,70,0,107,58,2,yes,no,no,no,0
1,113,3714,1,237,49,4,3580.8,01mar1997,60,1,60,11,1,no,no,no,no,0
1,113,3715,1,237,49,4,,19jun1997,66,,,,1,no,no,no,no,0
1,113,3716,1,237,49,4,,24aug1997,,,,,,no,no,no,no,0
1,113,3717,1,237,49,4,2685.3999,11jul1997,84,1,84,35,1,yes,no,no,no,0
1,113,3718,1,237,49,4,2902.2,14may1997,,,,,,no,no,no,no,0
1,113,3719,1,237,49,4,3731.3999,02nov1997,85,1,85,36,1,no,no,no,no,0
1,113,3720,1,237,49,4,4030.8,01aug1997,99,0,152,103,2,yes,no,no,no,0
1,113,3721,1,237,49,4,3149.6001,23jul1997,67,,,,5,no,yes,no,no,0
1,113,3722,1,237,49,3,,01nov1996,87,,,,4,yes,no,no,no,0
1,113,3723,1,237,49,3,3992,18dec1996,75,0,134,85,2,no,no,yes,yes,0
1,113,3724,1,237,49,3,3645.3,06sep1996,83,1,83,34,1,no,no,no,no,0
1,113,3724,2,237,49,4,3199.5,05sep1997,107,0,163,114,4,no,no,no,no,0
1,113,3725,1,237,49,4,3472.1001,04apr1997,72,1,72,23,1,no,no,no,no,0
1,113,3726,1,237,49,3,4091.6001,10nov1996,78,0,103,54,2,no,no,no,no,0
1,113,3726,2,237,49,4,,19nov1997,,,,,,yes,no,yes,no,0
1,113,3727,1,237,49,3,3668.1001,29jan1997,65,1,65,16,1,no,no,no,no,0
1,113,3728,1,237,49,3,3757.6001,14jan1997,75,1,75,26,1,no,no,no,no,0
1,113,3729,1,237,49,3,3265.3,09oct1996,83,1,83,34,1,no,yes,no,no,0
1,113,3729,2,237,49,4,3216.7,14oct1997,66,0,91,42,2,no,no,no,no,0
1,113,3730,1,237,49,3,4278.7002,22oct1996,72,1,72,23,1,no,no,no,no,0
1,113,3730,2,237,49,4,4008,05oct1997,78,0,196,147,5,no,no,no,no,0
1,113,3731,1,237,49,3,3756.1001,04oct1997,98,1,98,49,1,no,no,no,no,0
1,113,3732,1,237,49,3,3657.7,24feb1997,67,1,67,18,1,no,no,no,no,0
1,113,3733,1,237,49,3,4006.2,21feb1997,67,1,67,18,1,no,no,no,no,0
1,113,3734,1,237,49,3,,05apr1997,,,,,,no,no,no,no,0
1,113,3735,1,237,49,3,3364,05jul1997,71,1,71,22,1,no,no,no,no,0
1,113,3736,1,237,49,1,2293.7,27sep1997,91,1,91,42,1,no,no,no,no,0
1,113,3737,1,237,49,1,2447.1001,03oct1997,93,1,93,44,1,no,no,no,no,0
1,113,3738,1,237,49,1,2515.2,07oct1997,90,1,90,41,1,no,no,no,no,0
1,113,3739,1,237,49,1,2545.6001,07oct1997,73,0,199,150,3,no,no,no,no,0
1,113,3740,1,237,49,1,,05oct1997,,,,,,no,no,no,no,0
1,113,3741,1,237,49,1,2385.8999,19oct1997,65,1,65,16,1,no,no,no,no,0
1,113,3742,1,237,49,1,2612.1001,05nov1997,113,1,113,64,1,no,no,no,no,0
1,113,3743,1,237,49,1,,15nov1997,,,,,,no,no,no,no,0
1,113,3744,1,237,49,1,,23nov1997,,,,,,no,no,no,no,0
1,113,3745,1,237,49,1,2861.2,22nov1997,89,0,138,89,2,no,no,no,no,0
1,113,3746,1,237,49,1,2544.1001,26nov1997,67,0,180,131,2,yes,yes,no,no,0
1,113,3747,1,237,49,1,,24nov1997,77,,,,1,no,no,no,no,0
1,113,3748,1,237,49,1,2549.2,22nov1997,104,1,104,55,1,no,yes,no,no,0
1,113,3749,1,237,49,1,2217.5,20nov1997,70,1,70,21,1,no,no,no,no,0
1,113,3750,1,237,49,10,3068.3999,02oct1997,91,0,143,94,2,no,no,no,no,0
1,113,3751,1,237,49,9,,06nov1996,,,,,,no,no,no,no,0
1,113,3752,1,237,49,9,3601,13nov1996,85,0,151,102,2,no,no,no,no,0
1,113,3753,1,237,49,9,2328.7,21may1997,,,,,,no,no,no,no,0
1,113,3754,1,237,49,9,,07mar1997,,,,,,no,no,no,no,0
1,113,3755,1,237,49,9,3775.2,13dec1996,62,1,62,13,1,no,no,no,no,0
1,113,3755,2,237,49,10,3373.7,19nov1997,,,,,,no,no,no,no,0
1,113,3756,1,237,49,9,3947.3999,01sep1997,97,0,119,70,2,no,no,no,no,0
1,113,3757,1,237,49,8,3450.8,15jan1997,61,0,116,67,2,no,no,no,no,0
1,113,3758,1,237,49,8,,15jan1997,,,,,,no,no,yes,no,0
1,113,3759,1,237,49,7,3307.3,30nov1996,62,0,81,32,2,no,no,no,no,0
1,113,3760,1,237,49,7,,01jul1997,,,,,,no,no,no,no,0
1,113,3761,1,237,49,7,5108.1001,20sep1996,69,1,69,20,1,no,yes,no,no,0
1,113,3761,2,237,49,8,4193.6001,10sep1997,85,1,85,36,1,no,no,no,no,0
1,113,3762,1,237,49,7,,19nov1996,,,,,,no,no,no,no,0
1,113,3763,1,237,49,7,3049.7,02jan1997,61,0,157,108,4,no,no,no,no,0
1,113,3764,1,237,49,7,2589.7,22may1997,70,0,172,123,3,no,no,no,no,0
1,113,3765,1,237,49,7,3108.7,10sep1996,,,,,,no,no,no,no,0
1,113,3766,1,237,49,7,4078.3,20jan1997,87,1,87,38,1,no,no,no,no,0
1,113,3767,1,237,49,6,3778.7,10jan1997,98,,,,7,no,no,no,no,0
1,113,3768,1,237,49,6,3773.6001,09sep1996,62,0,249,200,7,no,no,no,no,0
1,113,3769,1,237,49,7,3470.7,04sep1997,69,,,,4,no,no,no,no,0
1,113,3770,1,237,49,6,3852.8,26nov1996,78,1,78,29,1,no,no,no,no,0
1,113,3770,2,237,49,7,3891.7,20nov1997,76,1,76,27,1,no,no,no,no,0
1,113,3771,1,237,49,6,3718.1001,25oct1996,76,0,191,142,4,yes,no,yes,no,0
1,113,3772,1,237,49,6,3672.2,10sep1997,70,1,70,21,1,no,no,no,no,0
1,113,3773,1,237,49,6,3712,10oct1996,67,0,174,125,4,no,no,no,no,0
1,113,3774,1,237,49,6,4084.8999,01apr1997,80,1,80,31,1,no,no,no,no,0
